楼层,时间,点赞数,uid,用户名,性别,评论内容
,2023-04-06 20:39:40,0,1187697025,龍pppppp,保密,"你小子[脱单doge]",
0,2023-04-06 20:12:51,1,416963883,sammi梁0504,保密,"可以说是大姨4月最好的视频了[doge]",
0,2023-04-07 01:15:18,1,98333548,村口黄老邪,保密,"蛋挞爆炸不爆炸我不知道，但你这热量一定爆炸",
0,2023-04-07 19:54:34,1,372209798,MMZZ读书人,女,"TJ人：看完知道怎么做啦！上手！
FP人：好耶！该让店家赚的钱就让人赚吧！大家的生活都很不容易呀[微笑][微笑][星星眼]",
0,2023-04-06 19:57:55,0,1963122,贝多芬交易曲,男,"很搭[笑哭]",
0,2023-04-07 01:32:12,0,404024393,它要了我六个硬币,保密,"省流：知道你们不截，我截给你们看",
0,2023-04-11 18:56:45,0,3043886,ほし桑,男,"想吃[小A和小B_司令]",
0,2023-04-06 18:48:33,1,475680405,安静de智齿,保密,"大姨大姨 可爱可爱[脱单doge][脱单doge][脱单doge]",
0,2023-04-06 23:04:41,1,399534322,究极修狗爱好者,女,"好可爱好有活力的大姨[初音未来_大笑][保卫萝卜_哇]",
0,2023-04-06 19:49:18,1,9169480,Kuulala,保密,"大姨牙口真好[脱单doge][脱单doge][脱单doge]",
0,2023-04-06 18:26:55,1,17471437,月隐魇,保密,"大姨为了这个视频又工伤了多少斤啊",
0,2023-04-06 21:46:38,1,43322965,岚天之怒,保密,"你要是一口一口全部吃完的视频放上来，我肯定三连[脱单doge][doge][doge][doge]",
0,2023-04-06 17:30:22,2,195676476,狐狸没有狐狸,保密,"芜湖",
0,2023-04-06 18:16:29,1,648345948,㠭光羽隹,男,"假設：一個肯X基蛋撻的熱量相等於一碗白米飯；
求：羊廠24cm大蛋撻的熱量等於多少碗白米飯?",
0,2023-04-07 20:27:33,1,25426640,樱井爱miku,男,"@眞白花音_Official 白菜快看看羊妈妈[脱单doge]",
0,2023-04-06 22:45:21,1,289035139,我要春天_,男,"我倒是不缺锻炼，我练多了，还熬夜，抵抗力下降了都。。。",
0,2023-04-06 18:59:04,1,383663473,查理猹Charlie,保密,"为啥从视觉上看，大姨的失败品都比原版显更好吃[笑哭][笑哭][笑哭]",
0,2023-04-07 22:41:15,1,99392034,极小七,男,"蛋挞皮不能加酵母的[捂眼]，成品看起来好好吃[喜欢]",
0,2023-04-12 04:40:40,0,128375326,西海三少爷烈烈,男,"大姨评论区一直有人要看我的菠萝pizza，作为最爱你的孩子我冒着被抓的风险，我要满足你的粉丝们。[脱单doge]per最爱的中国新垣结衣@绵羊料理",
0,2023-04-07 17:34:58,1,4087463,橙子的货舰,男,"那么哪里才能买到模具呢[小会员绿豆人_狗头微笑]",
0,2023-04-06 18:56:38,1,14147368,Delete張,保密,"下午刚去比格吃了20个蛋挞....看到这条视频有点不适，对不起了大姨。",
0,2023-04-11 19:48:02,0,434382396,叶伴风落丶,保密,"好吃的勒",
0,2023-04-07 00:55:55,1,7428925,粉色发条绵羊,女,"宝剑嫂吃到了吗[普通小狗少女系_呆滞]",
0,2023-04-06 22:28:45,1,36935835,本人神无月,男,"南无药师如来

南无观世音菩提萨埵",
0,2023-04-06 20:57:08,1,301496623,3D打印及机器人,保密,"问：封面咋拍的
我答：绵羊把蛋挞扔了（应该不是）
[doge][doge][脱单doge]",
0,2023-04-06 18:03:41,1,660042331,梧桐息凤凰,男,"省流：没有广告，全是蛋挞[脱单doge]",
0,2023-04-06 17:30:35,1,473249723,一梦长康,女,"[热词系列_三连]",
0,2023-04-06 17:30:16,1,482996649,るゆけ,保密,"刚刚",
0,2023-04-06 21:10:43,1,1791112,Diovinci,男,"如果扔掉蛋挞皮[doge]  只做蛋挞馅  怕不是一天能胖10斤[打call]",
0,2023-04-06 18:11:20,1,11148667,魏魏魏魏魏,男,"我这两天就想这口了，想了两天，昨天路过甜品店买了十块钱的，可惜是凉的还没有那股香甜味[笑哭]，做梦都想着吃上口热乎乎糯叽叽甜腻腻的蛋挞馅[喜极而泣]",
0,2023-04-07 18:50:38,1,3493086961339192,蛋挞才是真爱,保密,"听说绵羊做了个我？！
怎么能不给我吃呢！！！",
,2023-04-07 18:59:24,1,226120804,左弑安,女,"快来大陆请你吃[脱单doge]",
,2023-04-07 19:18:01,0,3493086961339192,蛋挞才是真爱,保密,"回覆 @左弑安 :你以为我不想吗？[脱单doge]",
0,2023-04-06 22:41:52,1,7252630,单独授课の校长,男,"好的，我唯心主义交作业。。。大姨看看我做的这个如何[doge][doge]",
0,2023-04-06 21:27:30,1,527466229,Joeyfer,保密,"大姨在哪[脱单doge]这就来上海抓",
0,2023-04-07 00:01:09,1,6541230,别把我给代表了,保密,"类似于有层酥皮的巴斯克蛋糕？[思考]虽然我也没吃过巴斯克蛋糕",
0,2023-04-06 20:51:44,1,382271255,007号离线了,保密,"Where's my insulin?",
0,2023-04-06 19:14:57,1,3461564734638261,会讲上海话的长沙晚哥,保密,"目前为止心目中吃过最好吃蛋挞是墨茉点心局和罗莎蛋糕的蛋挞以及澳门的葡式蛋挞，这么大的蛋挞还是头一次见，不知道味道怎么样，蛮好奇的[脸红]",
0,2023-04-07 12:07:24,1,307412160,长得像美食博主_,女,"刚刚刷到什么飞机90分钟的事情，又看到你做的美食，感慨还是美食解压",
0,2023-04-06 20:08:17,1,23142326,Bit-Sweet,男,"怎么工伤后，越来越像新垣结姨了[doge]",
,2023-04-06 20:11:55,0,285247192,拾浠辋途,保密,"难道不是？[脱单doge][脱单doge]",
0,2023-04-06 18:42:51,0,1089309883,白皮本皮,保密,"我发布了一篇笔记，快来看看吧
我发布了一篇笔记，快来看看吧~
https://www.bilibili.com/h5/note-app/view?cvid=22891384&pagefrom=comment",
0,2023-04-06 21:23:02,1,443131597,牧之原翔子老公,保密,"我毫不夸张的说，我已经攒了一年的视频请问我吃饭能不能看着吃一年？[doge]",
0,2023-04-06 19:07:00,1,519777638,蜜合,女,"我超级喜欢吃蛋挞的，可是外面的蛋挞都卖好贵啊，",
0,2023-04-11 14:07:47,0,1025001502,北亡妖,女,"不腻？",
0,2023-04-10 19:59:27,0,26537508,奶兔拌绵羊,保密,"@轩sanna 想吃",
,2023-04-11 07:32:01,0,46452566,轩sanna,男,"做给我吃",
,2023-04-11 07:34:49,0,26537508,奶兔拌绵羊,保密,"回复 @轩sanna :你做嘛你做嘛",
0,2023-04-11 22:15:15,0,303189679,lively鹿,保密,"88888",
0,2023-04-11 08:00:37,0,612273942,暴食导致四高胰腺炎,男,"满满的高卡路里",
0,2023-04-11 23:51:51,0,1621648707,人上了高中哪有不疯的,女,"@我叫孙赫",
0,2023-04-06 22:56:33,1,512359928,rua045rua,女,"桌子上掉的蛋挞碎屑能炫我嘴里吗",
0,2023-04-06 23:21:09,1,24114321,巧克力盆栽奶茶,保密,"绵羊的新发型好像动森里的发型，建议发个对比照",
0,2023-04-11 14:54:53,0,472550025,栗旬rr,保密,"@神奇海挪 娜娜",
0,2023-04-11 17:42:01,0,2003738060,某氧君,保密,"[辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][辣眼睛][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙]",
0,2023-04-06 19:10:14,1,3680239,蝦米醬,保密,"[吃瓜]大姨大姨，失败品能寄点给我尝尝嘛",
,2023-04-06 19:12:30,0,3680239,蝦米醬,保密,"[吃瓜]如何才能做大姨的朋友",
0,2023-04-07 00:18:40,1,19571351,小鲮小鲮酱,保密,"我们吃的都是小样
她吃的才是正装",
0,2023-04-06 22:09:01,1,178483252,哇卡酷翼,男,"看封面我以为绵羊做了个砗磲[哦呼]",
0,2023-04-06 17:30:33,1,650800667,这鱼好会游泳,女,"哇塞好早！",
,2023-04-06 17:31:09,0,650800667,这鱼好会游泳,女,"前两个币是我投的！",
0,2023-04-07 21:20:00,1,241378460,69N17,保密,"好像砗磲啊[吃瓜]",
0,2023-04-06 19:15:38,0,395357874,织绿袖,女,"空气炸锅半成品蛋挞也不错哈哈",
0,2023-04-07 01:14:37,0,180234779,夜空中的梵洛,男,"[原神_该吃饭了][原神_点赞][原神_撒花]",
0,2023-04-08 20:47:32,0,322015548,易安不在,女,"@小鱼儿uua",
0,2023-04-06 18:15:07,0,437669547,Back2youuuu,男,"@乌龙茶水蜜桃 快做！",
0,2023-04-07 22:49:41,0,434134392,白明活,保密,"资本家",
0,2023-04-06 20:07:12,0,491727448,我是911,保密,"1000w粉丝[微笑][微笑][微笑]",
0,2023-04-06 18:21:14,1,12152792,吾言・,男,"有人在弹幕里问做这么大的意义是什么
我回答不上来
但我想反问一句，您活着的意义是什么呢？",
,2023-04-06 18:22:50,0,13071811,SafetyM,保密,"我的互联网嘴替[点赞]",
0,2023-04-06 18:15:40,0,385148963,Terry丶0,保密,"确实不错",
0,2023-04-06 17:54:50,0,329605651,风雨-bili,保密,"目前四月视频质量第一",
0,2023-04-11 04:42:44,0,26504848,中意冰美式,女,"你也是个辛吉德",
0,2023-04-06 18:16:11,0,193100024,来杯明月酒,保密,"啊啊啊啊啊酥皮看着就脆",
0,2023-04-09 01:09:33,1,1911194466,小屯有荷,保密,"绵羊的风格和水平多少有点审美疲劳了。",
0,2023-04-08 01:05:29,1,1638577410,想得诺奖的天体物理,保密,"肥羊料理，你绵羊脚下的绊脚石！[2233娘_卖萌]",
0,2023-04-06 21:39:45,1,60562074,请问有芝士酱么,保密,"还以为捧个砗磲",
0,2023-04-06 19:30:14,0,1548838916,夏流星宇,男,"6",
0,2023-04-06 19:00:18,1,214308832,果粒城君,保密,"你现在做视频都是同一个套路",
0,2023-04-06 18:40:48,0,1063381379,bili_35380984512,保密,"这辈子没这么早过",
0,2023-04-06 18:32:06,1,94866477,Combo_Hunter,男,"中国最🐮的女人发视频儿啦！",
0,2023-04-06 18:15:45,0,510491316,喜之郎锡锡果冻,女,"好想吃！",
,2023-04-06 18:16:11,0,510491316,喜之郎锡锡果冻,女,"@熊猫眼阿沐 @粥yyds 快做",
0,2023-04-06 18:09:52,0,72217044,鱼千行,男,"能吃是福[吃瓜]",
0,2023-04-06 18:04:01,0,493212039,怒3d,保密,"感觉有点急",
0,2023-04-06 17:59:53,0,551992174,朴焘,保密,"啊啊啊看起来好好吃",
0,2023-04-06 22:00:22,1,19878780,AFBのAlan,男,"这好像一个砗磲",
0,2023-04-06 20:59:27,0,6066154,秦鸠鸠,女,"@京月落 超级大蛋挞！",
0,2023-04-06 20:06:04,0,225694432,丰沃的教养高贵清纯,男,"准备交作业",
0,2023-04-06 19:29:48,0,10992268,o胖胖兰o,保密,"哈哈 这期有以前的感觉！",
0,2023-04-06 19:29:26,0,4360622,草莓味的啊冷,女,"感觉绵羊瘦了好多",
0,2023-04-06 19:22:28,0,3493132272404766,棉冉,保密,"一小时前，热热还能吃[脱单doge]",
0,2023-04-06 19:21:15,0,348972665,雪小月丶,男,"蛋挞好吃的不是皮么。",
0,2023-04-06 19:00:34,1,10153478,KABBB丶,保密,"让我来看看，有没有拼音警察来纠正说这个不叫蛋挞（tǎ）而叫蛋挞（tà），如果没有的话，就由我来当这个拼音警察，跟我读特啊踏，蛋踏[热词系列_肥肠自信][热词系列_肥肠自信]",
,2023-04-06 19:03:04,0,491831290,传奇三国一一机甲刘备,男,"蛋挞（ta）！",
0,2023-04-06 18:46:21,0,74481776,梦彩虹的糖,保密,"一万卡的呼唤",
0,2023-04-06 18:34:34,0,22767565,Atian゛,保密,"这期大姨真可爱",
0,2023-04-06 18:30:49,0,353833118,夜落不觉晓,男,"好馋啊[大哭]",
0,2023-04-06 18:16:21,0,13057204,纯洁的志龍,保密,"绵羊生什么病了",
0,2023-04-06 18:08:12,0,1839611136,不知道取什么昵称捏,保密,"想吃想吃！！！",
0,2023-04-06 18:05:08,0,497436385,五水硫酸cu,保密,"感觉好好吃[喜欢][喜欢]",
0,2023-04-06 18:02:28,0,509803348,ew1235,保密,"欸，来的不算太迟",
0,2023-04-06 17:55:38,0,3493264000813670,Ledesi,保密,"厉害
[呲牙][呲牙][呲牙][呲牙]",
0,2023-04-06 17:57:03,0,178362680,就DD,男,"888888",
0,2023-04-06 17:56:33,0,11306928,ベ神的爱慕,男,"我也想吃",
0,2023-04-06 17:37:14,0,1580832910,锦鲤仙肆彧,保密,"哇我来的好早！[星星眼]",
0,2023-04-06 20:54:51,0,2002585402,DoG_SoN,保密,"@狗搓 [tv_委屈][tv_委屈][tv_委屈]",
,2023-04-06 21:02:00,0,593943701,狗搓,保密,"8888888",
0,2023-04-06 20:54:53,0,332246316,在家努力啦,保密,"哦",
0,2023-04-06 20:24:08,0,400638959,凛月本栗,保密,"新鲜的！[喜欢][保卫萝卜_哇]",
0,2023-04-06 20:06:42,0,515086515,现在立刻起飞,保密,"主打的就是陪伴",
0,2023-04-06 19:54:54,0,476440503,多喝热水_哔,保密,"巴克斯蛋糕？",
0,2023-04-06 19:54:41,0,668658269,一蓑烟雨任平生1962,男,"大姨我老婆",
0,2023-04-06 18:42:02,0,418181,LITASSS,保密,"好大一个",
0,2023-04-06 18:38:01,0,433462352,OBF缘梦,男,"[脱单doge]",
0,2023-04-06 18:28:53,0,580335063,强迫症五英寸,保密,"不容易熟透吧。。。",
0,2023-04-06 18:18:47,0,10632652,Liz-251,女,"热乎热乎",
0,2023-04-06 18:18:30,0,36101127,心0不乱,保密,"更好看了[藏狐]",
0,2023-04-06 18:16:53,0,677017328,雪下不停该多好,保密,"感觉up主长得更好看了qwq",
0,2023-04-06 17:51:50,0,1864682846,幸幸ily,保密,"喜欢大姨",
0,2023-04-06 17:52:21,0,429710127,爱发呆的彪悍公主,女,"这期看着好好吃",
0,2023-04-06 17:45:00,0,9967536,咕学家c4tnt,保密,"哇 哇！哇！！[喜欢][tv_色]",
0,2023-04-06 17:38:55,0,646581524,地铁逃生老奖,男,"8分钟",
0,2023-04-06 17:38:08,0,517315002,沐然Maria,女,"热乎的",
0,2023-04-06 17:37:49,0,844330,明锅V5,保密,"呜呼",
0,2023-04-09 21:37:42,0,1173262204,鱼也想爬树,保密,"经典剧情[大笑]",
0,2023-04-06 22:38:55,0,52743192,椰子羊羊-,男,"我最爱的蛋挞[喜欢]",
0,2023-04-06 20:58:52,0,3493113142184147,你好我叫一幅画,女,"绵羊羊的新发型很好看",
0,2023-04-06 20:26:09,0,3493264839674509,bili_43794392574,保密,"好早",
0,2023-04-06 19:56:35,0,379046448,戏曲美食家,男,"🐏🐏🐏开始吧[吃瓜][吃瓜][吃瓜]",
0,2023-04-06 19:55:14,0,326996785,F7FD,保密,"血糖爆表",
0,2023-04-06 19:53:33,0,416269554,2456334676,保密,"越来越胖了，",
0,2023-04-06 19:26:02,0,1895718968,这里是幼安,女,"呦吼，大姨发视频了",
0,2023-04-06 19:19:37,0,12372409,_利苍_,保密,"大姨瘦了？[给心心]",
0,2023-04-06 19:17:17,0,438907600,19eq,女,"@AcXian 以后做给你吃",
0,2023-04-06 19:05:16,0,10770557,希望皇过劳死,男,"用勺子吃",
0,2023-04-06 18:46:52,0,307340257,大鹅鹅鹅鹅鹅_,女,"给我吃给我吃绵阳姐姐",
0,2023-04-06 18:31:47,0,9379903,宝剑3逆位,保密,"没吃过，v我50看看实力",
0,2023-04-06 18:18:47,0,1348737601,漂流又回,男,"@溅本尊",
0,2023-04-06 18:13:28,0,17753651,Mando曼达洛人,男,"有点像巴斯克蛋糕",
0,2023-04-06 18:00:16,0,315235274,小ni一个倪,男,"哦吼",
0,2023-04-06 17:58:25,0,65582058,雅南景湛,保密,"第一步，收藏视频。
......[脱单doge]",
0,2023-04-06 17:52:39,0,435896541,遗失白月光,男,"[半夏小狐仙_饿饿饭饭]",
0,2023-04-06 17:45:58,0,448362416,米莱狄哈哈哈,男,"好想吃",
0,2023-04-06 17:35:21,0,1620720670,有机化学好难啊,保密,"5分钟!还来得及[打call]",
0,2023-04-06 17:33:59,0,1465671670,自闭の未来,保密,"烫[打call]",
0,2023-04-06 17:33:12,0,187961462,nan996yu979,保密,"来啦！",
0,2023-04-09 21:49:50,0,321930986,余生围绕你,保密,"深渊巨口",
0,2023-04-09 19:32:57,0,39347704,好骚一只猪,男,"@神奇海挪",
0,2023-04-06 22:48:36,0,227308647,7司小礼,女,"[tv_doge]",
0,2023-04-06 22:47:00,0,1661803815,bili_13453506331,保密,"最喜欢吃蛋挞了[鼓掌]",
0,2023-04-06 21:06:19,0,1156225864,真的不随便,保密,"冷了",
0,2023-04-06 20:51:50,0,28143015,梦里求仙问道,保密,"88888",
0,2023-04-06 20:25:39,0,501300529,来到火山口的幸运年糕,保密,"@李羲承黄橘绿 @撒娇小猫_",
,2023-04-09 15:43:07,0,3461582140999773,撒娇小猫_,女,"我靠 我爱",
0,2023-04-06 20:05:40,0,671463183,我就是邓邓,保密,"不出意外的出意外了",
0,2023-04-06 19:04:40,0,488565648,小白的生活Vlog,保密,"大姨家烤箱真大",
0,2023-04-06 18:58:03,0,520523329,bili_46261067868,保密,"大姨怎么了[委屈]",
0,2023-04-06 18:51:57,0,587887115,__-殘留の夢-__,保密,"1",
0,2023-04-06 18:41:55,0,396826079,Rosekee,保密,"怎么感觉1080p这么模糊",
0,2023-04-06 18:19:39,0,434478815,咩mie了个咩,保密,"@丞远 什么时候做蛋挞",
0,2023-04-06 17:53:41,0,1925784299,城南日下,女,"失踪人口回归",
0,2023-04-06 17:50:53,0,35075370,给钱才是正经事,男,"大姨吃完以后又胖了多少啊",
0,2023-04-06 17:47:04,0,39968911,哪吒です,女,"哈哈哈哈",
0,2023-04-06 17:33:36,0,648693726,崩坏三第_偶像爱莉,保密,"来了[星星眼]",
0,2023-04-06 17:33:20,0,487872381,平凡世界里平凡的我,保密,"哎嘿",
0,2023-04-10 19:44:38,0,435257541,鹿鸣117,保密,"888888",
0,2023-04-10 19:35:30,0,130973502,霜糖狸狸,女,"看起来太香了",
0,2023-04-09 21:47:57,0,527327738,神里绫华爱游泳,保密,"康辉：蛋挞ta第四声[doge]",
0,2023-04-09 20:48:30,0,313072417,Pi1ipala1234511,保密,"@神奇海挪",
0,2023-04-08 20:21:45,0,523868877,任晨嘉是真的,保密,"@神奇海挪",
0,2023-04-06 22:40:50,0,2087308079,专心学习的夏,保密,"谢谢大姨[打call]",
0,2023-04-06 22:17:23,0,4296382,疯狂的阳光,保密,"我好爱！！蛋挞！！！",
0,2023-04-06 22:17:36,0,328184670,hansandyou,保密,"人造史莱姆[辣眼睛]",
0,2023-04-06 21:00:05,0,23742248,KK在犯困,女,"刚好在吃蛋挞",
0,2023-04-06 20:54:58,0,332246316,在家努力啦,保密,"哈",
0,2023-04-06 20:51:51,0,3074772,砚肆EX4,女,"封面好像gakki啊",
0,2023-04-06 20:24:43,0,35720114,阿伞tot,男,"@神奇海挪 娜娜我相信你",
0,2023-04-06 18:56:45,0,1549059,likared,保密,"不愧是減肥路上的絆腳石。。。",
0,2023-04-06 17:41:23,0,52820914,钱猛,男,"想吃！！！！！！",
0,2023-04-06 17:37:13,0,1922874337,青青qiqi,保密,"好烫好烫[热词系列_优雅]",
0,2023-04-06 17:32:51,0,1240086319,OuO87OuO,男,"[星星眼]",
0,2023-04-09 20:35:47,0,34548442,月牙_吖,女,"天大姨都千万粉了！好棒啊",
0,2023-04-09 19:55:32,0,44729862,eclaiir,保密,"这个擀面杖也太好看了吧",
0,2023-04-07 19:32:08,0,333894715,梦空星天,男,"好腻啊[doge]",
0,2023-04-06 23:23:45,0,471308209,投河自尽的老鱼干,男,"得劲儿",
0,2023-04-06 22:58:04,0,1317523,moclover,女,"感觉绵羊瘦了",
,2023-04-06 22:58:59,0,2101120723,亚当紫超级大恶霸,男,"你好",
0,2023-04-06 22:51:36,0,1444652035,小心朕诛你九族,保密,"吃起来一定很幸福(º﹃º )",
0,2023-04-06 22:42:47,0,294931234,Air_pollution,男,"@hzy6_ 晚上都是这种[大哭]",
0,2023-04-06 22:40:40,0,629708850,bili_60213833004,保密,"@潘谩慢丶",
0,2023-04-06 21:47:09,0,1693839,陈汐茵,女,"[墨镜]",
0,2023-04-06 20:58:01,0,689516690,竟以䋽,保密,"大姨大姨，今天是我生日能祝我生日快乐吗",
0,2023-04-06 20:26:15,0,408263429,炎头队长suffering,保密,"我可以吃挞皮吗？",
0,2023-04-06 20:12:11,0,479617071,終佀敗給細節,保密,"@_雪纷飞_ @黑魂哥",
0,2023-04-06 19:29:20,0,11049946,秋天珍爱的礼物,男,"绵羊绵羊！我想知道脸上蹭了这么多蛋挞之后需不需要补妆[doge]",
0,2023-04-06 19:24:54,0,1058219592,哇稀饭啊,保密,"老好吃了",
0,2023-04-06 19:13:12,0,15635255,始皇玉玺,男,"绵羊瘦了",
0,2023-04-06 18:05:55,0,13057204,纯洁的志龍,保密,"今天刚好是周四…",
0,2023-04-06 17:51:42,0,9967536,咕学家c4tnt,保密,"大姨加油[打call]",
0,2023-04-06 17:41:47,0,200314364,墨染子律,女,"头一次这么早",
0,2023-04-06 17:39:01,0,3493130135407236,小潮小草莓,保密,"6的嘞",
0,2023-04-06 17:36:50,0,1419372645,爱吃蛋糕爱做梦,保密,"热的热的[脱单doge]",
0,2023-04-06 17:35:47,0,168826952,美少女扶苏,女,"好想吃[喜欢][喜欢]",
0,2023-04-06 17:32:19,0,1283439867,一朵绿色的云,女,"好早",
0,2023-04-09 21:38:14,0,49672664,fuuu蝶,女,"@鹅总总饿 我是学生，请我吃",
0,2023-04-09 20:46:35,0,35728282,猥琐怪蜀黍a,保密,"这热量不得炸了[笑哭]",
0,2023-04-07 01:10:22,0,13204228,我要成为别人羡慕的人,男,"一键三连有特效唉！",
0,2023-04-06 23:14:06,0,518324786,百白百白百,保密,"蛋挞（tà）哦",
0,2023-04-06 22:59:20,0,34908821,OneC王,保密,"姨姨怎么这期这么美",
0,2023-04-06 21:43:50,0,4185572,niyuanyeah,男,"砗磲蛋挞",
0,2023-04-06 21:05:37,0,43800668,JACK小軒-大斌周,保密,"一口下去你就饱了",
0,2023-04-06 21:04:22,0,300282263,土豆哪里挖去,保密,"卡路里炸弹",
0,2023-04-06 20:00:23,0,243713323,雨后星,保密,"千万粉了[星星眼][星星眼]",
0,2023-04-06 19:39:20,0,65422660,_whites,保密,"热量爆炸",
0,2023-04-06 19:18:27,0,47559244,咸鱼总部部长,保密,"这一个蛋挞能几口吃完？[tv_思考]",
0,2023-04-06 18:47:00,0,305863285,加粗派大鑫,男,"感觉，插吸管吸都没问题",
0,2023-04-06 18:44:35,0,79619041,R_Yue,保密,"大姨怎么还住院了呀[撇嘴]",
0,2023-04-06 18:39:04,0,77514584,grooveinsyd,保密,"大姨瘦了！！！！",
0,2023-04-06 18:05:42,0,80304161,李总今天牙龈也冷吗,女,"看饿了。晚上就去买蛋挞！",
0,2023-04-06 17:50:26,0,87658268,花少土_丶,女,"太大啦！",
0,2023-04-06 17:45:07,0,22987159,yuberyang,女,"大姨大姨",
0,2023-04-06 17:37:38,0,336785465,默天九号,男,"鹰逃小口[脱单doge]",
0,2023-04-06 17:36:42,0,1861767188,LAXONG,女,"热乎的大姨",
0,2023-04-06 17:31:33,0,398809685,linker_05,保密,"我来啦！",
0,2023-04-06 17:31:31,0,1070933932,甄的学不懂高数,保密,"来喽[星星眼]",
0,2023-04-10 21:12:31,0,1832842167,宁夏夏嘻嘻,保密,"@小傲想睡觉 想看你做这个",
0,2023-04-09 19:13:25,0,172780978,小星星呒,男,"想吃[口罩]",
0,2023-04-08 20:23:57,0,258865170,马奶喔,保密,"[doge]",
0,2023-04-07 19:29:39,0,506906986,续久续长初朴朴,保密,"[妙啊]！",
0,2023-04-07 01:24:41,0,434472234,还不去学习学习,保密,"我为什么会这凌晨刷的这个",
0,2023-04-06 23:20:55,0,405814715,有菜有爱玩,保密,"烤布蕾",
0,2023-04-06 23:20:04,0,351390716,K林家大少爷,男,"回归初心方得始终",
0,2023-04-06 23:17:05,0,520304736,林彳亍彳亍,男,"@unwhisky",
0,2023-04-06 22:51:54,0,13599847,vtudtwir,女,"开酥简直是我的烘焙噩梦",
0,2023-04-06 22:47:58,0,7881500,雪待叶,保密,"好像和葡挞一个做法[喜极而泣]",
0,2023-04-06 22:29:38,0,8291194,春风渡小贱,保密,"里面好像巴斯克啊…",
0,2023-04-06 21:53:14,0,1022065541,新晋兽人奎白虎,男,"@南翔不爱吃饭 @江寻千 来吧，试试吧～",
0,2023-04-06 21:07:03,0,35590622,cheskilika,女,"大姨越来越美了[枕边童话_比心2]",
0,2023-04-06 20:21:04,0,1545424280,AC_kin,男,"？我吃不到，你币没了。",
0,2023-04-06 20:11:53,0,225694432,丰沃的教养高贵清纯,男,"还是有个疑问，就是蛋挞边缘的酥皮颜色 原版是焦褐色。",
0,2023-04-06 19:58:46,0,14191712,球扎,保密,"姨，变胖了[doge]",
0,2023-04-06 19:27:18,0,25154174,吃吃吃就知道吃的,男,"翻车的刹那笑了，果然时长有了[微笑]",
0,2023-04-06 19:13:49,0,1644728391,暗夜秋泉,保密,"绵羊不翻车就不是绵羊了",
0,2023-04-06 19:04:37,0,1355822734,草莓限定鱼镜喵awa,女,"咦大姨瘦了[脱单doge][脱单doge][脱单doge][脱单doge]",
0,2023-04-06 18:49:05,0,27319215,一斤大萝卜,女,"我是什么球",
0,2023-04-06 18:46:59,0,456994216,今天也是想离开的今天,女,"谁做给我吃[喜欢]",
0,2023-04-06 18:41:17,0,3493134300351350,丶猛汉冒火丶,保密,"蛋挞爱好者狂喜[保卫萝卜_哇]",
0,2023-04-06 18:29:10,0,17460396,myth6216,男,"绵羊更新啦[美月もも_好耶]",
0,2023-04-06 18:19:43,0,401361753,硕步甲,男,"。。。这。。。我还以为是砗磲",
0,2023-04-06 18:06:04,0,26015751,一定是草莓味的哟,男,"大姨要注意健康 不要太肝了",
0,2023-04-06 17:59:45,0,278124028,im13boo,保密,"这个应该不是蛋挞是flan",
0,2023-04-06 17:41:24,0,238141932,李泽言的眼睫毛,女,"哇塞哇塞哇塞真的好想吃",
0,2023-04-06 17:33:17,0,550221427,快收药材了,保密,"[保卫萝卜_哇]",
0,2023-04-06 17:32:21,0,364838009,过来是个羊羊羊,女,"来了来了[星星眼][脱单doge]",
0,2023-04-06 17:31:20,0,286125588,什么时候能去二刺螈,保密,"第一次这么早！还是首页刷到！",
0,2023-04-11 00:31:56,0,105786822,x风风x,保密,"千万B站发什么奖牌",
0,2023-04-10 21:19:56,0,11693003,bilibiali,保密,"所以有配料表么[脱单doge]",
0,2023-04-09 21:50:08,0,521713,再不吃盒饭,男,"哇，美食博主家居然上了rational，专业级的设备了呀。果然是顶流up",
0,2023-04-09 19:33:22,0,526228218,苏生是我啦,保密,"大姨怎么住院了？？？",
0,2023-04-07 19:50:31,0,32813781,小八往哪跑,女,"我觉得第二个更好",
0,2023-04-07 19:20:40,0,366093974,苗古月,保密,"[兔年]",
0,2023-04-07 19:15:07,0,455998101,Trollstick23,保密,"失败计数君终于放假了",
0,2023-04-07 01:03:30,0,242218088,窗邊雨水夢魂內,保密,"哪里卖啊好想吃",
0,2023-04-06 23:05:48,0,202545602,魔尊小龙,男,"这蛋挞咋那么像砗磲[doge]",
0,2023-04-06 22:32:17,0,592792167,很抠,保密,"主播好像没有下巴了[doge]",
0,2023-04-06 21:47:25,0,19421662,jo0219,保密,"有和我一样只喜欢吃内馅儿的么～",
0,2023-04-06 20:54:12,0,4299167,周攻瑾,保密,"蛋挞内陷其实就是四种配料，蛋液、淡奶油、鲜奶、糖，馅液搅得越匀，那个成品的焦糖色就越好看。",
0,2023-04-06 20:43:59,0,1303685,酒囊饭袋53,保密,"砗磲蛋挞",
0,2023-04-06 20:19:10,0,379065246,改个没人用过的名字,保密,"Duang~",
0,2023-04-06 19:58:46,0,14191712,球扎,保密,"姨，变胖了[doge]",
0,2023-04-06 19:01:51,0,96005654,-悦尔-,女,"蛋挞、",
